,cos,sin
2430,-0.9919631,-0.12652782
2431,-0.8832167,-0.4689652
2432,-0.6474428,-0.76211405
2433,-0.66045654,-0.75086427
2434,-0.6732749,-0.7393923
2435,-0.76834315,-0.64003813
2436,-0.5654755,-0.8247651
2437,-0.810531,-0.58569574
2438,-0.83966464,-0.54310524
2439,-0.5795791,-0.81491596
2440,-0.8665625,-0.4990686
2441,-0.92023855,-0.39135784
2442,-0.685894,-0.7277015
2443,-0.9449688,-0.32716033
2444,-0.7572198,-0.6531601
2445,-0.93920135,-0.34336686
2446,-0.89882547,-0.43830672
2447,-0.9268344,-0.37547037
2448,-0.8832167,-0.4689652
2449,-0.8911529,-0.45370308
2450,-0.92023855,-0.39135784
2451,-0.82048595,-0.57166666
2452,-0.83966464,-0.54310524
2453,-0.810531,-0.58569574
2454,-0.8301981,-0.5574684
2455,-0.875019,-0.4840885
2456,-0.8665625,-0.4990686
2457,-0.9605871,-0.27797914
2458,-0.9449688,-0.32716033
2459,-0.93920135,-0.34336686
2460,-0.96522665,-0.2614144
2461,-0.93315595,-0.35947183
2462,-0.73430425,-0.6788205
2463,-0.7458724,-0.6660889
2464,-0.9919631,-0.12652782
2465,-0.9957283,-0.092331335
2466,-0.9896398,-0.14357242
2467,-0.99916553,-0.040844392
2468,-0.9695806,-0.2447723
2469,-0.9870237,-0.16057454
2470,-0.9999792,-0.006450864
2471,-0.8003362,-0.5995515
2472,-0.9997203,-0.023651127
2473,-0.76834315,-0.64003813
2474,-0.7572198,-0.6531601
2475,-0.9997203,-0.023651127
2476,-0.9957283,-0.092331335
2477,-0.99916553,-0.040844392
2478,-0.9896398,-0.14357242
2479,-0.9919631,-0.12652782
2480,-0.9999792,-0.006450864
2481,-0.9605871,-0.27797914
2482,-0.5654755,-0.8247651
2483,-0.810531,-0.58569574
2484,-0.82048595,-0.57166666
2485,-0.5367705,-0.84372824
2486,-0.9736476,-0.22805777
2487,-0.9870237,-0.16057454
2488,-0.66045654,-0.75086427
2489,-0.73430425,-0.6788205
2490,-0.96522665,-0.2614144
2491,-0.59351116,-0.8048257
2492,-0.6474428,-0.76211405
2493,-0.5795791,-0.81491596
2494,-0.6732749,-0.7393923
2495,-0.7458724,-0.6660889
2496,-0.685894,-0.7277015
2497,-0.8003362,-0.5995515
2498,-0.55120456,-0.83437014
2499,-0.99399275,-0.109445766
2500,-0.9695806,-0.2447723
2501,-0.76834315,-0.64003813
2502,-0.63423747,-0.77313834
2503,-0.7572198,-0.6531601
2504,-0.9736476,-0.22805777
2505,-0.9957283,-0.092331335
2506,-0.63423747,-0.77313834
2507,-0.99399275,-0.109445766
2508,-0.9919631,-0.12652782
2509,-0.6732749,-0.7393923
2510,-0.9870237,-0.16057454
2511,-0.9605871,-0.27797914
2512,-0.9695806,-0.2447723
2513,-0.66045654,-0.75086427
2514,-0.9999792,-0.006450864
2515,-0.6474428,-0.76211405
2516,-0.9896398,-0.14357242
2517,-0.9997203,-0.023651127
2518,-0.685894,-0.7277015
2519,-0.5795791,-0.81491596
2520,-0.55120456,-0.83437014
2521,-0.5654755,-0.8247651
2522,-0.5367705,-0.84372824
2523,-0.59351116,-0.8048257
2524,-0.5654755,-0.8247651
2525,-0.55120456,-0.83437014
2526,-0.82048595,-0.57166666
2527,-0.8003362,-0.5995515
2528,-0.7458724,-0.6660889
2529,-0.5795791,-0.81491596
2530,-0.9919631,-0.12652782
2531,-0.7572198,-0.6531601
2532,-0.83966464,-0.54310524
2533,-0.66045654,-0.75086427
2534,-0.6474428,-0.76211405
2535,-0.8301981,-0.5574684
2536,-0.73430425,-0.6788205
2537,-0.6732749,-0.7393923
2538,-0.99399275,-0.109445766
2539,-0.8665625,-0.4990686
2540,-0.5367705,-0.84372824
2541,-0.685894,-0.7277015
2542,-0.9957283,-0.092331335
2543,-0.810531,-0.58569574
2544,-0.9997203,-0.023651127
2545,-0.9999792,-0.006450864
2546,-0.59351116,-0.8048257
2547,-0.63423747,-0.77313834
2548,-0.9896398,-0.14357242
2549,-0.99916553,-0.040844392
2550,-0.9605871,-0.27797914
2551,-0.93920135,-0.34336686
2552,-0.93315595,-0.35947183
2553,-0.96522665,-0.2614144
2554,-0.59351116,-0.8048257
2555,-0.9449688,-0.32716033
2556,-0.73430425,-0.6788205
2557,-0.63423747,-0.77313834
2558,-0.8911529,-0.45370308
2559,-0.6732749,-0.7393923
2560,-0.7458724,-0.6660889
2561,-0.810531,-0.58569574
2562,-0.5367705,-0.84372824
2563,-0.9268344,-0.37547037
2564,-0.5795791,-0.81491596
2565,-0.685894,-0.7277015
2566,-0.76834315,-0.64003813
2567,-0.8832167,-0.4689652
2568,-0.83966464,-0.54310524
2569,-0.8301981,-0.5574684
2570,-0.5654755,-0.8247651
2571,-0.89882547,-0.43830672
2572,-0.8003362,-0.5995515
2573,-0.92023855,-0.39135784
2574,-0.55120456,-0.83437014
2575,-0.8665625,-0.4990686
2576,-0.6474428,-0.76211405
2577,-0.82048595,-0.57166666
2578,-0.66045654,-0.75086427
2579,-0.7572198,-0.6531601
2580,-0.875019,-0.4840885
2581,-0.9605871,-0.27797914
2582,-0.89882547,-0.43830672
2583,-0.93920135,-0.34336686
2584,-0.9268344,-0.37547037
2585,-0.59351116,-0.8048257
2586,-0.8003362,-0.5995515
2587,-0.5654755,-0.8247651
2588,-0.96522665,-0.2614144
2589,-0.9870237,-0.16057454
2590,-0.7458724,-0.6660889
2591,-0.73430425,-0.6788205
2592,-0.83966464,-0.54310524
2593,-0.9736476,-0.22805777
2594,-0.9695806,-0.2447723
2595,-0.9449688,-0.32716033
2596,-0.9997203,-0.023651127
2597,-0.99399275,-0.109445766
2598,-0.8301981,-0.5574684
2599,-0.8832167,-0.4689652
2600,-0.875019,-0.4840885
2601,-0.99916553,-0.040844392
2602,-0.92023855,-0.39135784
2603,-0.82048595,-0.57166666
2604,-0.9999792,-0.006450864
2605,-0.76834315,-0.64003813
2606,-0.810531,-0.58569574
2607,-0.5795791,-0.81491596
2608,-0.8665625,-0.4990686
2609,-0.9957283,-0.092331335
2610,-0.93315595,-0.35947183
2611,-0.55120456,-0.83437014
2612,-0.5367705,-0.84372824
2613,-0.8911529,-0.45370308
2614,-0.9896398,-0.14357242
2615,-0.9919631,-0.12652782
2616,-0.685894,-0.7277015
2617,-0.5795791,-0.81491596
2618,-0.63423747,-0.77313834
2619,-0.7458724,-0.6660889
2620,-0.99399275,-0.109445766
2621,-0.9999792,-0.006450864
2622,-0.9896398,-0.14357242
2623,-0.9695806,-0.2447723
2624,-0.9736476,-0.22805777
2625,-0.9957283,-0.092331335
2626,-0.73430425,-0.6788205
2627,-0.6732749,-0.7393923
2628,-0.66045654,-0.75086427
2629,-0.9449688,-0.32716033
2630,-0.93920135,-0.34336686
2631,-0.5367705,-0.84372824
2632,-0.55120456,-0.83437014
2633,-0.93315595,-0.35947183
2634,-0.9919631,-0.12652782
2635,-0.6474428,-0.76211405
2636,-0.99916553,-0.040844392
2637,-0.59351116,-0.8048257
2638,-0.5654755,-0.8247651
2639,-0.9870237,-0.16057454
2640,-0.76834315,-0.64003813
2641,-0.7572198,-0.6531601
2642,-0.9997203,-0.023651127
2643,-0.8301981,-0.5574684
2644,-0.99916553,-0.040844392
2645,-0.93315595,-0.35947183
2646,-0.5795791,-0.81491596
2647,-0.8003362,-0.5995515
2648,-0.875019,-0.4840885
2649,-0.66045654,-0.75086427
2650,-0.8911529,-0.45370308
2651,-0.55120456,-0.83437014
2652,-0.6732749,-0.7393923
2653,-0.73430425,-0.6788205
2654,-0.82048595,-0.57166666
2655,-0.9605871,-0.27797914
2656,-0.9997203,-0.023651127
2657,-0.96522665,-0.2614144
2658,-0.93920135,-0.34336686
2659,-0.59351116,-0.8048257
2660,-0.8832167,-0.4689652
2661,-0.9736476,-0.22805777
2662,-0.9999792,-0.006450864
2663,-0.83966464,-0.54310524
2664,-0.8665625,-0.4990686
2665,-0.9449688,-0.32716033
2666,-0.9268344,-0.37547037
2667,-0.92023855,-0.39135784
2668,-0.685894,-0.7277015
2669,-0.5367705,-0.84372824
2670,-0.5654755,-0.8247651
2671,-0.810531,-0.58569574
2672,-0.76834315,-0.64003813
2673,-0.89882547,-0.43830672
2674,-0.9695806,-0.2447723
2675,-0.8665625,-0.4990686
2676,-0.9957283,-0.092331335
2677,-0.9870237,-0.16057454
2678,-0.7458724,-0.6660889
2679,-0.82048595,-0.57166666
2680,-0.93920135,-0.34336686
2681,-0.9449688,-0.32716033
2682,-0.89882547,-0.43830672
2683,-0.9605871,-0.27797914
2684,-0.8832167,-0.4689652
2685,-0.76834315,-0.64003813
2686,-0.99916553,-0.040844392
2687,-0.8911529,-0.45370308
2688,-0.875019,-0.4840885
2689,-0.96522665,-0.2614144
2690,-0.9896398,-0.14357242
2691,-0.92023855,-0.39135784
2692,-0.9268344,-0.37547037
2693,-0.9919631,-0.12652782
2694,-0.8301981,-0.5574684
2695,-0.83966464,-0.54310524
2696,-0.99399275,-0.109445766
2697,-0.9999792,-0.006450864
2698,-0.8003362,-0.5995515
2699,-0.810531,-0.58569574
2700,-0.9695806,-0.2447723
2701,-0.9736476,-0.22805777
2702,-0.93315595,-0.35947183
2703,-0.9997203,-0.023651127
2704,-0.73430425,-0.6788205
2705,-0.9605871,-0.27797914
2706,-0.73430425,-0.6788205
2707,-0.685894,-0.7277015
2708,-0.8301981,-0.5574684
2709,-0.83966464,-0.54310524
2710,-0.9957283,-0.092331335
2711,-0.63423747,-0.77313834
2712,-0.7458724,-0.6660889
2713,-0.9896398,-0.14357242
2714,-0.66045654,-0.75086427
2715,-0.8832167,-0.4689652
2716,-0.875019,-0.4840885
2717,-0.9870237,-0.16057454
2718,-0.82048595,-0.57166666
2719,-0.92023855,-0.39135784
2720,-0.9919631,-0.12652782
2721,-0.810531,-0.58569574
2722,-0.89882547,-0.43830672
2723,-0.76834315,-0.64003813
2724,-0.9736476,-0.22805777
2725,-0.8911529,-0.45370308
2726,-0.9695806,-0.2447723
2727,-0.6732749,-0.7393923
2728,-0.9268344,-0.37547037
2729,-0.93920135,-0.34336686
2730,-0.8003362,-0.5995515
2731,-0.6474428,-0.76211405
2732,-0.9997203,-0.023651127
2733,-0.9449688,-0.32716033
2734,-0.99916553,-0.040844392
2735,-0.96522665,-0.2614144
2736,-0.99399275,-0.109445766
2737,-0.93315595,-0.35947183
2738,-0.8665625,-0.4990686
2739,-0.7572198,-0.6531601
2740,-0.8911529,-0.45370308
2741,-0.59351116,-0.8048257
2742,-0.9736476,-0.22805777
2743,-0.9695806,-0.2447723
2744,-0.9997203,-0.023651127
2745,-0.99916553,-0.040844392
2746,-0.89882547,-0.43830672
2747,-0.83966464,-0.54310524
2748,-0.810531,-0.58569574
2749,-0.9605871,-0.27797914
2750,-0.96522665,-0.2614144
2751,-0.9957283,-0.092331335
2752,-0.6732749,-0.7393923
2753,-0.8665625,-0.4990686
2754,-0.5795791,-0.81491596
2755,-0.73430425,-0.6788205
2756,-0.9999792,-0.006450864
2757,-0.5367705,-0.84372824
2758,-0.7458724,-0.6660889
2759,-0.8301981,-0.5574684
2760,-0.9449688,-0.32716033
2761,-0.93315595,-0.35947183
2762,-0.93920135,-0.34336686
2763,-0.63423747,-0.77313834
2764,-0.92023855,-0.39135784
2765,-0.99399275,-0.109445766
2766,-0.76834315,-0.64003813
2767,-0.9919631,-0.12652782
2768,-0.9999792,-0.006450864
2769,-0.82048595,-0.57166666
2770,-0.83966464,-0.54310524
2771,-0.66045654,-0.75086427
2772,-0.6732749,-0.7393923
2773,-0.63423747,-0.77313834
2774,-0.9997203,-0.023651127
2775,-0.5795791,-0.81491596
2776,-0.9695806,-0.2447723
2777,-0.96522665,-0.2614144
2778,-0.875019,-0.4840885
2779,-0.99399275,-0.109445766
2780,-0.93315595,-0.35947183
2781,-0.9449688,-0.32716033
2782,-0.810531,-0.58569574
2783,-0.92023855,-0.39135784
2784,-0.6474428,-0.76211405
2785,-0.8301981,-0.5574684
2786,-0.5654755,-0.8247651
2787,-0.8003362,-0.5995515
2788,-0.8911529,-0.45370308
2789,-0.93920135,-0.34336686
2790,-0.8832167,-0.4689652
2791,-0.685894,-0.7277015
2792,-0.89882547,-0.43830672
2793,-0.9896398,-0.14357242
2794,-0.55120456,-0.83437014
2795,-0.9268344,-0.37547037
2796,-0.5367705,-0.84372824
2797,-0.9957283,-0.092331335
2798,-0.9605871,-0.27797914
2799,-0.9736476,-0.22805777
2800,-0.8665625,-0.4990686
2801,-0.59351116,-0.8048257
2802,-0.76834315,-0.64003813
2803,-0.8832167,-0.4689652
2804,-0.89882547,-0.43830672
2805,-0.9736476,-0.22805777
2806,-0.93315595,-0.35947183
2807,-0.9957283,-0.092331335
2808,-0.8911529,-0.45370308
2809,-0.92023855,-0.39135784
2810,-0.7458724,-0.6660889
2811,-0.9605871,-0.27797914
2812,-0.810531,-0.58569574
2813,-0.9268344,-0.37547037
2814,-0.9919631,-0.12652782
2815,-0.82048595,-0.57166666
2816,-0.8301981,-0.5574684
2817,-0.83966464,-0.54310524
2818,-0.8665625,-0.4990686
2819,-0.9997203,-0.023651127
2820,-0.93920135,-0.34336686
2821,-0.9449688,-0.32716033
2822,-0.63423747,-0.77313834
2823,-0.73430425,-0.6788205
2824,-0.8003362,-0.5995515
2825,-0.875019,-0.4840885
2826,-0.93920135,-0.34336686
2827,-0.875019,-0.4840885
2828,-0.8911529,-0.45370308
2829,-0.8301981,-0.5574684
2830,-0.83966464,-0.54310524
2831,-0.7458724,-0.6660889
2832,-0.8003362,-0.5995515
2833,-0.73430425,-0.6788205
2834,-0.9449688,-0.32716033
2835,-0.82048595,-0.57166666
2836,-0.89882547,-0.43830672
2837,-0.76834315,-0.64003813
2838,-0.93315595,-0.35947183
2839,-0.92023855,-0.39135784
2840,-0.8832167,-0.4689652
2841,-0.810531,-0.58569574
2842,-0.9268344,-0.37547037
2843,-0.8665625,-0.4990686
2844,-0.59351116,-0.8048257
2845,-0.9605871,-0.27797914
2846,-0.685894,-0.7277015
2847,-0.66045654,-0.75086427
2848,-0.6732749,-0.7393923
2849,-0.7572198,-0.6531601
2850,-0.8832167,-0.4689652
2851,-0.76834315,-0.64003813
2852,-0.9997203,-0.023651127
2853,-0.8665625,-0.4990686
2854,-0.9957283,-0.092331335
2855,-0.99916553,-0.040844392
2856,-0.66045654,-0.75086427
2857,-0.5367705,-0.84372824
2858,-0.9896398,-0.14357242
2859,-0.9999792,-0.006450864
2860,-0.9870237,-0.16057454
2861,-0.6474428,-0.76211405
2862,-0.6732749,-0.7393923
2863,-0.89882547,-0.43830672
2864,-0.5795791,-0.81491596
2865,-0.82048595,-0.57166666
2866,-0.685894,-0.7277015
2867,-0.810531,-0.58569574
2868,-0.5654755,-0.8247651
2869,-0.55120456,-0.83437014
2870,-0.99399275,-0.109445766
2871,-0.7458724,-0.6660889
2872,-0.59351116,-0.8048257
2873,-0.73430425,-0.6788205
2874,-0.8301981,-0.5574684
2875,-0.83966464,-0.54310524
2876,-0.8003362,-0.5995515
2877,-0.63423747,-0.77313834
2878,-0.9919631,-0.12652782
2879,-0.875019,-0.4840885
2880,-0.8911529,-0.45370308
2881,-0.7572198,-0.6531601
2882,-0.685894,-0.7277015
2883,-0.6732749,-0.7393923
2884,-0.8665625,-0.4990686
2885,-0.73430425,-0.6788205
2886,-0.9919631,-0.12652782
2887,-0.9896398,-0.14357242
2888,-0.96522665,-0.2614144
2889,-0.6474428,-0.76211405
2890,-0.8003362,-0.5995515
2891,-0.5795791,-0.81491596
2892,-0.63423747,-0.77313834
2893,-0.99399275,-0.109445766
2894,-0.9449688,-0.32716033
2895,-0.99916553,-0.040844392
2896,-0.9695806,-0.2447723
2897,-0.5654755,-0.8247651
2898,-0.89882547,-0.43830672
2899,-0.5367705,-0.84372824
2900,-0.810531,-0.58569574
2901,-0.82048595,-0.57166666
2902,-0.8301981,-0.5574684
2903,-0.83966464,-0.54310524
2904,-0.9999792,-0.006450864
2905,-0.9736476,-0.22805777
2906,-0.9605871,-0.27797914
2907,-0.66045654,-0.75086427
2908,-0.8832167,-0.4689652
2909,-0.55120456,-0.83437014
2910,-0.7458724,-0.6660889
2911,-0.76834315,-0.64003813
2912,-0.59351116,-0.8048257
2913,-0.92023855,-0.39135784
2914,-0.8911529,-0.45370308
2915,-0.9957283,-0.092331335
2916,-0.9997203,-0.023651127
2917,-0.7572198,-0.6531601
2918,-0.55120456,-0.83437014
2919,-0.875019,-0.4840885
2920,-0.83966464,-0.54310524
2921,-0.9999792,-0.006450864
2922,-0.8003362,-0.5995515
2923,-0.685894,-0.7277015
2924,-0.5654755,-0.8247651
2925,-0.76834315,-0.64003813
2926,-0.93315595,-0.35947183
2927,-0.59351116,-0.8048257
2928,-0.8911529,-0.45370308
2929,-0.5367705,-0.84372824
2930,-0.5795791,-0.81491596
2931,-0.89882547,-0.43830672
2932,-0.9957283,-0.092331335
2933,-0.9695806,-0.2447723
2934,-0.9736476,-0.22805777
2935,-0.99916553,-0.040844392
2936,-0.92023855,-0.39135784
2937,-0.9268344,-0.37547037
2938,-0.9919631,-0.12652782
2939,-0.99399275,-0.109445766
2940,-0.9870237,-0.16057454
2941,-0.9896398,-0.14357242
2942,-0.9605871,-0.27797914
2943,-0.96522665,-0.2614144
2944,-0.63423747,-0.77313834
2945,-0.6474428,-0.76211405
2946,-0.810531,-0.58569574
2947,-0.82048595,-0.57166666
2948,-0.7458724,-0.6660889
2949,-0.8665625,-0.4990686
2950,-0.8301981,-0.5574684
2951,-0.9449688,-0.32716033
2952,-0.93920135,-0.34336686
2953,-0.93920135,-0.34336686
2954,-0.93315595,-0.35947183
2955,-0.685894,-0.7277015
2956,-0.8665625,-0.4990686
2957,-0.66045654,-0.75086427
2958,-0.7458724,-0.6660889
2959,-0.96522665,-0.2614144
2960,-0.89882547,-0.43830672
2961,-0.76834315,-0.64003813
2962,-0.8832167,-0.4689652
2963,-0.83966464,-0.54310524
2964,-0.8301981,-0.5574684
2965,-0.63423747,-0.77313834
2966,-0.9695806,-0.2447723
2967,-0.9919631,-0.12652782
2968,-0.9268344,-0.37547037
2969,-0.9449688,-0.32716033
2970,-0.9736476,-0.22805777
2971,-0.9896398,-0.14357242
2972,-0.92023855,-0.39135784
2973,-0.82048595,-0.57166666
2974,-0.810531,-0.58569574
2975,-0.9999792,-0.006450864
2976,-0.9957283,-0.092331335
2977,-0.99399275,-0.109445766
2978,-0.9870237,-0.16057454
2979,-0.9605871,-0.27797914
2980,-0.8911529,-0.45370308
2981,-0.8003362,-0.5995515
2982,-0.73430425,-0.6788205
2983,-0.99916553,-0.040844392
2984,-0.9997203,-0.023651127
2985,-0.6732749,-0.7393923
2986,-0.7572198,-0.6531601
2987,-0.875019,-0.4840885
2988,-0.6474428,-0.76211405
2989,-0.93315595,-0.35947183
2990,-0.5367705,-0.84372824
2991,-0.9736476,-0.22805777
2992,-0.9999792,-0.006450864
2993,-0.8301981,-0.5574684
2994,-0.7458724,-0.6660889
2995,-0.63423747,-0.77313834
2996,-0.685894,-0.7277015
2997,-0.6732749,-0.7393923
2998,-0.9896398,-0.14357242
2999,-0.82048595,-0.57166666
3000,-0.810531,-0.58569574
3001,-0.93920135,-0.34336686
3002,-0.8003362,-0.5995515
3003,-0.9695806,-0.2447723
3004,-0.96522665,-0.2614144
3005,-0.8832167,-0.4689652
3006,-0.9957283,-0.092331335
3007,-0.9997203,-0.023651127
3008,-0.99399275,-0.109445766
3009,-0.59351116,-0.8048257
3010,-0.99916553,-0.040844392
3011,-0.66045654,-0.75086427
3012,-0.73430425,-0.6788205
3013,-0.83966464,-0.54310524
3014,-0.5654755,-0.8247651
3015,-0.9919631,-0.12652782
3016,-0.8665625,-0.4990686
3017,-0.5795791,-0.81491596
3018,-0.9605871,-0.27797914
3019,-0.55120456,-0.83437014
3020,-0.76834315,-0.64003813
3021,-0.6474428,-0.76211405
3022,-0.875019,-0.4840885
3023,-0.9870237,-0.16057454
3024,-0.8911529,-0.45370308
3025,-0.9449688,-0.32716033
3026,-0.7572198,-0.6531601
3027,-0.73430425,-0.6788205
3028,-0.63423747,-0.77313834
3029,-0.9919631,-0.12652782
3030,-0.9695806,-0.2447723
3031,-0.8832167,-0.4689652
3032,-0.7458724,-0.6660889
3033,-0.66045654,-0.75086427
3034,-0.6732749,-0.7393923
3035,-0.875019,-0.4840885
3036,-0.9997203,-0.023651127
3037,-0.8665625,-0.4990686
3038,-0.5367705,-0.84372824
3039,-0.59351116,-0.8048257
3040,-0.99916553,-0.040844392
3041,-0.76834315,-0.64003813
3042,-0.9896398,-0.14357242
3043,-0.83966464,-0.54310524
3044,-0.685894,-0.7277015
3045,-0.72251886,-0.69135123
3046,-0.9957283,-0.092331335
3047,-0.9736476,-0.22805777
3048,-0.55120456,-0.83437014
3049,-0.810531,-0.58569574
3050,-0.8301981,-0.5574684
3051,-0.5654755,-0.8247651
3052,-0.6474428,-0.76211405
3053,-0.8003362,-0.5995515
3054,-0.82048595,-0.57166666
3055,-0.9449688,-0.32716033
3056,-0.93920135,-0.34336686
3057,-0.9605871,-0.27797914
3058,-0.9870237,-0.16057454
3059,-0.8911529,-0.45370308
3060,-0.7572198,-0.6531601
3061,-0.93315595,-0.35947183
3062,-0.9736476,-0.22805777
3063,-0.8911529,-0.45370308
3064,-0.93920135,-0.34336686
3065,-0.9605871,-0.27797914
3066,-0.9919631,-0.12652782
3067,-0.810531,-0.58569574
3068,-0.8003362,-0.5995515
3069,-0.9999792,-0.006450864
3070,-0.8301981,-0.5574684
3071,-0.6732749,-0.7393923
3072,-0.83966464,-0.54310524
3073,-0.89882547,-0.43830672
3074,-0.875019,-0.4840885
3075,-0.7458724,-0.6660889
3076,-0.92023855,-0.39135784
3077,-0.93315595,-0.35947183
3078,-0.9957283,-0.092331335
3079,-0.685894,-0.7277015
3080,-0.9449688,-0.32716033
3081,-0.9997203,-0.023651127
3082,-0.6474428,-0.76211405
3083,-0.9268344,-0.37547037
3084,-0.82048595,-0.57166666
3085,-0.66045654,-0.75086427
3086,-0.9896398,-0.14357242
3087,-0.76834315,-0.64003813
3088,-0.63423747,-0.77313834
3089,-0.99916553,-0.040844392
3090,-0.99399275,-0.109445766
3091,-0.8665625,-0.4990686
3092,-0.9695806,-0.2447723
3093,-0.9870237,-0.16057454
3094,-0.8832167,-0.4689652
3095,-0.73430425,-0.6788205
3096,-0.7572198,-0.6531601
3097,-0.9957283,-0.092331335
3098,-0.9449688,-0.32716033
3099,-0.99399275,-0.109445766
3100,-0.7458724,-0.6660889
3101,-0.55120456,-0.83437014
3102,-0.8301981,-0.5574684
3103,-0.6474428,-0.76211405
3104,-0.6732749,-0.7393923
3105,-0.63423747,-0.77313834
3106,-0.96522665,-0.2614144
3107,-0.92023855,-0.39135784
3108,-0.9695806,-0.2447723
3109,-0.76834315,-0.64003813
3110,-0.9605871,-0.27797914
3111,-0.9870237,-0.16057454
3112,-0.9896398,-0.14357242
3113,-0.82048595,-0.57166666
3114,-0.9268344,-0.37547037
3115,-0.5367705,-0.84372824
3116,-0.66045654,-0.75086427
3117,-0.685894,-0.7277015
3118,-0.73430425,-0.6788205
3119,-0.9919631,-0.12652782
3120,-0.8003362,-0.5995515
3121,-0.5795791,-0.81491596
3122,-0.59351116,-0.8048257
3123,-0.93920135,-0.34336686
3124,-0.9999792,-0.006450864
3125,-0.810531,-0.58569574
3126,-0.93315595,-0.35947183
3127,-0.99916553,-0.040844392
3128,-0.9997203,-0.023651127
3129,-0.9736476,-0.22805777
3130,-0.5654755,-0.8247651
3131,-0.7572198,-0.6531601
3132,-0.9999792,-0.006450864
3133,-0.6474428,-0.76211405
3134,-0.6732749,-0.7393923
3135,-0.9997203,-0.023651127
3136,-0.59351116,-0.8048257
3137,-0.9695806,-0.2447723
3138,-0.5795791,-0.81491596
3139,-0.55120456,-0.83437014
3140,-0.93920135,-0.34336686
3141,-0.99916553,-0.040844392
3142,-0.5654755,-0.8247651
3143,-0.9605871,-0.27797914
3144,-0.96522665,-0.2614144
3145,-0.63423747,-0.77313834
3146,-0.93315595,-0.35947183
3147,-0.5367705,-0.84372824
3148,-0.92023855,-0.39135784
3149,-0.9268344,-0.37547037
3150,-0.66045654,-0.75086427
3151,-0.9957283,-0.092331335
3152,-0.685894,-0.7277015
3153,-0.9736476,-0.22805777
3154,-0.9449688,-0.32716033
3155,-0.5654755,-0.8247651
3156,-0.55120456,-0.83437014
3157,-0.9268344,-0.37547037
3158,-0.9919631,-0.12652782
3159,-0.5367705,-0.84372824
3160,-0.9870237,-0.16057454
3161,-0.8665625,-0.4990686
3162,-0.82048595,-0.57166666
3163,-0.875019,-0.4840885
3164,-0.89882547,-0.43830672
3165,-0.8911529,-0.45370308
3166,-0.9605871,-0.27797914
3167,-0.73430425,-0.6788205
3168,-0.8832167,-0.4689652
3169,-0.92023855,-0.39135784
3170,-0.9896398,-0.14357242
3171,-0.810531,-0.58569574
3172,-0.7458724,-0.6660889
3173,0.0010751513,-0.9999994
3174,-0.22072364,-0.9753364
3175,-0.44698343,-0.8945422
3176,-0.2707419,-0.96265197
3177,0.37048253,-0.92883945
3178,-0.35243872,-0.9358349
3179,-0.49253273,-0.8702939
3180,-0.47748944,-0.8786375
3181,0.3220757,-0.9467139
3182,-0.20391367,-0.9789889
3183,-0.2541427,-0.9671667
3184,-0.10196189,-0.9947883
3185,-0.33628872,-0.94175893
3186,-0.3684844,-0.9296339
3187,0.43346855,-0.9011687
3188,0.25622183,-0.966618
3189,0.35445023,-0.93507487
3190,-0.32003924,-0.94740427
3191,-0.43152976,-0.9020987
3192,0.49440297,-0.86923283
3193,0.47937766,-0.8776087
3194,0.23955657,-0.9708824
3195,0.035472557,-0.99937063
3196,-0.016126573,-0.99986994
3197,0.38640523,-0.9223291
3198,0.2228204,-0.97485954
3199,0.20601831,-0.9785481
3200,0.1382503,-0.99039733
3201,-0.15314166,-0.98820424
3202,-0.46230483,-0.8867211
3203,0.12119346,-0.99262893
3204,-0.38442105,-0.9231579
3205,-0.033323526,-0.9994446
3206,0.15526626,-0.98787266
3207,-0.08483488,-0.99639505
3208,-0.13612033,-0.9906923
3209,0.10410075,-0.99456674
3210,0.44890594,-0.893579
3211,0.35445023,-0.93507487
3212,0.2228204,-0.97485954
3213,0.15526626,-0.98787266
3214,0.018276557,-0.999833
3215,-0.15314166,-0.98820424
3216,0.46421048,-0.8857249
3217,-0.23746832,-0.9713953
3218,0.3220757,-0.9467139
3219,0.25622183,-0.966618
3220,-0.49253273,-0.8702939
3221,0.20601831,-0.9785481
3222,0.10410075,-0.99456674
3223,-0.38442105,-0.9231579
3224,-0.44698343,-0.8945422
3225,0.23955657,-0.9708824
3226,0.43346855,-0.9011687
3227,0.0010751513,-0.9999994
3228,0.44890594,-0.893579
3229,-0.20391367,-0.9789889
3230,-0.033323526,-0.9994446
3231,-0.32003924,-0.94740427
3232,-0.10196189,-0.9947883
3233,-0.13612033,-0.9906923
3234,0.035472557,-0.99937063
3235,0.49440297,-0.86923283
3236,0.47937766,-0.8776087
3237,-0.08483488,-0.99639505
3238,-0.33628872,-0.94175893
3239,-0.3684844,-0.9296339
3240,0.38640523,-0.9223291
3241,-0.35243872,-0.9358349
3242,-0.43152976,-0.9020987
3243,-0.46230483,-0.8867211
3244,-0.47748944,-0.8786375
3245,0.37048253,-0.92883945
3246,-0.22072364,-0.9753364
3247,-0.2541427,-0.9671667
3248,-0.2707419,-0.96265197
3249,-0.11905873,-0.9928872
3250,-0.016126573,-0.99986994
3251,-0.3684844,-0.9296339
3252,-0.46230483,-0.8867211
3253,-0.47748944,-0.8786375
3254,0.0010751513,-0.9999994
3255,-0.13612033,-0.9906923
3256,-0.20391367,-0.9789889
3257,0.25622183,-0.966618
