,loss,dkl,mse,traj_mse
0,43.5726065137271,1.1745211230285826,42.39808548259289,41.883879698754846
1,24.342547587783027,1.7213159559669435,22.62123163255998,22.11780964677308
2,19.68162732563227,2.2273345298588554,17.4542927808955,16.58399354574647
3,15.775424891812568,2.8334640229176062,12.941960851041463,11.839588215868112
4,13.362792360243299,3.066788935996069,10.296003452515267,9.14590216798827
5,11.275775720474314,3.196251336200375,8.079524395804324,6.908367044654168
6,9.681085074747594,3.26468132810548,6.416403742922635,5.231692067918465
7,8.9111666389263,3.311138141917736,5.600028488825711,4.425605967338669
8,8.529252628082418,3.353276507902815,5.175976117947916,3.9964868624385175
9,8.443706445500556,3.36270374217755,5.081002700347424,3.906037309798361
10,8.322382194947528,3.393369560494624,4.929012631849268,3.7340137835783818
11,8.211738363257064,3.397566915860228,4.814171427311652,3.6289574225867596
12,8.1139710630158,3.3871323039490795,4.726838727823099,3.544174745562668
13,8.166012915731779,3.4008431706153286,4.765169758134625,3.5836446735304714
14,8.116709079831699,3.4188033392574413,4.697905708586742,3.5150387409882686
15,7.99595880136475,3.4211407511171052,4.574818041320896,3.3942800438534264
16,7.979958165268444,3.404869408391753,4.575088770266814,3.3982432338637234
17,7.97593029426896,3.4016220037725153,4.574308289008654,3.399241789268815
18,7.908856139726089,3.3906324545790363,4.518223698537175,3.3586295510231055
19,7.93360610313237,3.427606379930017,4.505999734732736,3.338498222660535
20,7.953217809918146,3.408189597256284,4.545028239442108,3.3712244223506884
21,7.935300291421447,3.4291328264287033,4.506167498839999,3.326728537376511
22,7.878736979503899,3.407801904842002,4.470935089539812,3.307889839416361
23,7.823079150850055,3.4140207280234875,4.409058401997488,3.2268252930663492
24,7.976915857907205,3.4191436920076748,4.557772161808103,3.3789033926965293
25,7.879755014190436,3.4291193053800493,4.450635670499757,3.274753763225633
26,7.833551704418641,3.414626641132158,4.418925078536344,3.238283821647513
27,7.805601218189352,3.4133128424330548,4.392288358274748,3.2215081957312717
28,7.793960227609238,3.417813442054665,4.376146798572749,3.1947566670672196
29,7.749633205848253,3.4274749964150177,4.322158206457653,3.1432187590695766
30,7.7462784816248,3.434564243054799,4.31171420732638,3.138954302822
31,7.8061168331437845,3.4216327615163626,4.384484053030029,3.207690457657979
32,7.828002586007676,3.4136476349347094,4.4143549380547915,3.2218041598517884
33,7.723126766276248,3.445781999742743,4.27734479182596,3.1048191478955394
34,7.70982649322605,3.4520308383727407,4.257795651505778,3.0889093269609997
35,7.682796175505925,3.4253414104955615,4.257454753108032,3.0881544197219397
36,7.765508822085519,3.448421932047875,4.317086855818441,3.147229720575389
37,7.734458893584015,3.4403935687590317,4.294065322221348,3.123328266947206
38,7.705977512782152,3.4426597819871354,4.263317725959695,3.092708294179622
39,7.6714920543843235,3.4278874981235976,4.243604549937613,3.0644913493378114
40,7.653284937282806,3.4416805924193907,4.211604329613553,3.0413999631884687
41,7.6651876541828035,3.4269431489120223,4.238244508246364,3.0682730258162048
42,7.707753906011954,3.4207428546851957,4.287011049838966,3.1131258144765486
43,7.644877229949428,3.429289574556157,4.215587644234835,3.0397613721779098
44,7.642664680242911,3.429037836524142,4.213626833304228,3.0465607821662415
45,7.661155061677168,3.4396276570705466,4.221527416508953,3.0503365558320756
46,7.617193784431064,3.4357145963332583,4.181479198884294,3.0117339768015463
47,7.64952784581415,3.4408385072967005,4.20868933479797,3.049384198954994
48,7.635380450351376,3.434827358227996,4.200553088775849,3.0410197372555547
49,7.630482812009624,3.4304451202267603,4.200037671325731,3.0362242357965195
50,7.567481351903002,3.416663099190746,4.150818250480569,2.9869884046117154
51,7.603419458624353,3.423568050128621,4.179851383203277,3.012660712422149
52,7.71041174723466,3.444077177836259,4.266334574605671,3.098724377880602
53,7.590012591268269,3.425289261917614,4.1647233427407775,2.995693245469687
54,7.635158140090252,3.43476650495425,4.20039165633703,3.032816861609401
55,7.590598631574657,3.4305209711821703,4.160077659648592,2.994501043221508
56,7.59792422206837,3.4334882362026504,4.164435980286502,3.002890488658792
57,7.601634753103747,3.4513810577333066,4.150253712480042,2.9921255111694336
58,7.590741222994562,3.4304484565990765,4.160292787596513,3.004798371408733
59,7.588958182312583,3.4429797237265314,4.1459784470556675,2.9929697294131086
60,7.59216980777925,3.4407333449900803,4.151436447911255,2.980336205635725
61,7.546525748397184,3.422056491958928,4.1244692679686406,2.9766571633343393
62,7.525047654852666,3.42767976598695,4.097367896676621,2.949817888078377
63,7.588835982562228,3.442627382352832,4.14620859425823,2.9878379268318924
64,7.552635661525399,3.4305538930312705,4.122081740226091,2.963213143966127
65,7.5194774931195,3.4269237592700117,4.092553730873905,2.938433063941515
66,7.57559158277586,3.445145046469202,4.130446519569004,2.9755382813083213
67,7.543732994990118,3.4429786618153875,4.100754321272399,2.9447289524881777
68,7.558221369191377,3.444405244404738,4.113816152682729,2.9549720320798305
69,7.5420946412822945,3.4390798384983343,4.103014809107074,2.946598542833849
70,7.542389213573914,3.444270455707068,4.098118754519315,2.9412080702283268
71,7.465656389870249,3.42529589746746,4.040360476037083,2.8938469124286668
72,7.523487219014517,3.441577442722648,4.081909791169784,2.924935208467909
73,7.488664594343784,3.4326216705875723,4.056042906274661,2.909607268346825
74,7.5198862400144195,3.436178416432159,4.083707828789531,2.940045332945825
75,7.546116096925066,3.43864185910515,4.107474212527461,2.9562061595470412
76,7.4817457690067855,3.422777691795004,4.058968053779067,2.918196948939664
77,7.451835158462643,3.4332143669009394,4.018620791561704,2.8651342518430045
78,7.511882407802873,3.4374168086535475,4.07446559319816,2.920779492293431
79,7.486277912038723,3.4433005109034163,4.04297739704388,2.8919155921281408
80,7.4550290635893015,3.4319379471021585,4.0230911220663605,2.8705567852383287
81,7.4673166661850185,3.4398747948514132,4.027441886211521,2.882781199099679
82,7.445469104927527,3.4320926353823564,4.013376449459987,2.8628061029728786
83,7.479956908084673,3.430469999075308,4.04948690119846,2.894604908694715
84,7.443892080214764,3.4237290135411875,4.020163055887088,2.8706705246626307
85,7.480086051357704,3.4260596421877048,4.054026405822468,2.9086987232083277
86,7.447611590071513,3.445445780077144,4.002165828591762,2.852620318973678
87,7.435630900997453,3.4333669376819627,4.002263979681197,2.8511804217667365
88,7.402690824963932,3.4185665088957076,3.9841243086292666,2.8433151929501252
89,7.383140763328897,3.4273689272995114,3.955771826358742,2.8141176399314274
90,7.445362236868014,3.4267092260667202,4.018653001502598,2.883374416512
91,7.449239870687356,3.4368480713616667,4.012391792630629,2.8651168591890617
