,loss,dkl,mse,traj_mse
0,48.11424194074086,1.0000027669666338,47.11423911393712,46.63453279158998
1,26.542289903494943,1.632392388238178,24.90989748140951,24.413545602569343
2,21.08273067861191,1.9322767134947636,19.15045403020802,18.53248863845087
3,17.540980902923252,2.5255484543798867,15.015432420275326,14.147973023413124
4,15.858924380702645,2.6345316869048356,13.224392722809743,12.340565473166718
5,14.28213172025874,2.734491224779912,11.547640468698582,10.641267641100237
6,12.73329590486476,2.8138785853214827,9.919417301689778,8.988070084784592
7,11.26068793667274,2.889394127076576,8.37129384009589,7.437322298933675
8,10.187095366848427,2.9650227045306177,7.2220726638056,6.270929766519579
9,9.48259880464646,3.0029178134364756,6.479681022453605,5.511858522055116
10,9.222492000800028,3.0929946222468954,6.129497359955739,5.094354589346232
11,8.911990143393577,3.217019879687781,5.694970238041394,4.57531097935812
12,8.742075716277553,3.2674785701793367,5.474597169902879,4.324235374581609
13,8.631066422008686,3.3373467405203168,5.293719685951745,4.1120467862919226
14,8.459184018758455,3.3595847685511884,5.099599217847803,3.912591858326738
15,8.392537087248567,3.381773692397357,5.010763404149905,3.8277804892446246
16,8.425623594691713,3.404528756595439,5.021094835492638,3.823817306673285
17,8.320600740251228,3.395623183287622,4.924977579280478,3.736773069860783
18,8.279219374455826,3.420845338223319,4.858374018379009,3.674167487253079
19,8.256321514266515,3.420294559690026,4.836026940070523,3.6643535224212314
20,8.207723385458246,3.4143075195377963,4.793415846207212,3.607022193590304
21,8.11899455809928,3.42960352905083,4.689391033511824,3.506595206149097
22,8.077467342620707,3.4191653144526963,4.658302043045925,3.47928729406943
23,8.125864089930113,3.4213762283325195,4.7044878779633,3.5261419023998815
24,8.107201009384369,3.425371476528983,4.681829519465263,3.500999804777958
25,8.069676245988438,3.4334081904192613,4.6362680622642385,3.4590784227606286
26,8.05692854686386,3.4168484515965263,4.640080103822134,3.4619469415750963
27,8.026088347859018,3.42119941845327,4.604888932381331,3.430558791584604
28,8.027792070659572,3.442785409237033,4.585006658818904,3.4093610939109196
29,8.065683324697796,3.444446291082921,4.621237024316177,3.4522443613656413
30,7.981227943194265,3.4138455048738146,4.567382439064347,3.398919765365291
31,8.012486181095499,3.4334610040399847,4.579025169616556,3.4038908790314624
32,8.003370633177378,3.426856585114311,4.576514088605384,3.407382827467182
33,7.97080199171712,3.4245800131382698,4.546221976347163,3.3641857446262877
34,7.976798822280955,3.443921758306566,4.53287707252919,3.3680257678217895
35,7.9143362528820305,3.4175752946255544,4.496760967183224,3.330088731837161
36,7.970177693597612,3.438669925918817,4.531507755404515,3.3610409886900237
37,7.888200842460121,3.4345225417483802,4.453678320053029,3.296491541840171
38,7.908244830769793,3.423425423745618,4.4848194062802795,3.324488086373125
39,7.821331564238217,3.421184247071955,4.400147326464958,3.2323331870080527
40,7.876098903590543,3.4320075229252,4.444091386988457,3.281905191364973
41,7.845665791105368,3.442756655807614,4.402909148687877,3.243347294802971
42,7.87156319283472,3.4306450864640117,4.440918077358775,3.282121889676765
43,7.855112233511557,3.4339214174684236,4.421190816787029,3.262209777713008
44,7.816698154681558,3.4242351575872267,4.392462998954071,3.2277470386344445
45,7.916242825631604,3.4292475455636726,4.486995275232609,3.31754374392505
46,7.834112804133137,3.4111066251388764,4.423006178250365,3.257683361934239
47,7.797757214205499,3.431002817734169,4.366754411349245,3.216579073862799
48,7.785758606171274,3.427464680069136,4.358293916431492,3.2125511995157847
49,7.768820432344577,3.438397059760488,4.330423398248491,3.1735624872764077
50,7.802890258348676,3.4149580284511427,4.387932226921951,3.230349040068628
51,7.792011112207184,3.420006792556477,4.372004308864218,3.2187634615369967
52,7.773982817222845,3.425752931749579,4.348229859064968,3.191884809276801
53,7.793134332261108,3.4279333990933183,4.3652009525090785,3.2148467337657434
54,7.781520468582415,3.433605100360936,4.347915369709271,3.190117782809991
55,7.801415038741137,3.4358210917010137,4.365593938485323,3.2057867035292986
56,7.674841658373519,3.428054690546997,4.246786970802105,3.094281087985463
57,7.721664364735905,3.424079407023937,4.297584954736386,3.139476384090001
58,7.781938018739316,3.424769703571956,4.3571683255819,3.2090677195889716
59,7.742941163073464,3.437670500899626,4.305270662173838,3.168818637101029
60,7.7652872653907625,3.437331590935146,4.327955695284696,3.1732286971742387
61,7.775184091279361,3.4344359928285835,4.340748099566622,3.198083224423032
62,7.747886596715395,3.4259130735293195,4.321973508308161,3.166832187432395
63,7.742180151798052,3.4397103734395804,4.3024697817060025,3.153324330280798
64,7.6873196737256695,3.4377019955847823,4.249617642061945,3.0978373209139485
65,7.738831405520625,3.4414674659229108,4.297363947780568,3.142145057178325
66,7.7339492714535245,3.436422632934523,4.297526644470167,3.146804357281713
67,7.690091911232602,3.4422994887401086,4.247792417285223,3.095073222370118
68,7.731084121370836,3.4501984948859015,4.280885614582603,3.13078648065814
69,7.653755728056576,3.433550715632446,4.220205010936338,3.067505324686559
70,7.750265453981349,3.4277241129585065,4.322541323169345,3.173108906158233
71,7.675945219495182,3.4195067863940447,4.256438419711014,3.1150158511681045
72,7.637387059966041,3.425397636365965,4.211989407234371,3.0751248194535323
73,7.682743901209601,3.4260472198730327,4.256696686171891,3.115374927401729
